X, a*,pdb_h,15puzzle, "7 15 8 2 13 6 3 12 11 B 4 10 9 5 1 14", 53,43,389637,0.536896,725722
X, a*,pdb_h,15puzzle, "14 13 15 7 11 12 9 5 6 B 2 1 4 8 10 3", 57,43,5622272,8.45425,665023
X, a*,pdb_h,15puzzle, "13 5 4 10 9 12 8 14 2 3 7 1 B 15 11 6", 55,43,222179,0.328522,676299
X, a*,pdb_h,15puzzle, "14 7 8 2 13 11 10 4 9 12 5 B 3 6 1 15", na,na,na,na
X, a*,pdb_h,15puzzle, "5 12 10 7 15 11 14 B 8 2 1 13 3 4 9 6", 56,42,2937833,4.13034,711281
X, a*,pdb_h,15puzzle, "4 7 14 13 10 3 9 12 11 5 6 15 1 2 8 B", 56,42,894099,1.34066,666910
X, a*,pdb_h,15puzzle, "14 7 1 9 12 3 6 15 8 11 2 5 10 B 4 13", 52,36,2293606,3.52789,650136
X, a*,pdb_h,15puzzle, "2 11 15 5 13 4 6 7 12 8 10 1 9 3 14 B", ^C52,34,2336410,3.51723,664275
X, a*,pdb_h,15puzzle, "12 11 15 3 8 B 4 2 6 13 9 5 14 1 10 7", 50,32,1316709,2.03472,647121
X, a*,pdb_h,15puzzle, "3 14 9 11 5 4 8 2 13 12 6 7 10 1 15 B", 46,36,117705,0.181059,650092
X, a*,pdb_h,15puzzle, "13 11 8 9 B 15 7 10 4 3 6 14 5 12 2 1", 59,45,4820693,7.79305,618589
X, a*,pdb_h,15puzzle, "5 9 13 14 6 3 7 12 10 8 4 B 15 2 11 1", 57,43,1758199,3.64474,482393
X, a*,pdb_h,15puzzle, "14 1 9 6 4 8 12 5 7 2 3 B 10 11 13 15", 45,35,24100,0.029869,806857
X, a*,pdb_h,15puzzle, "3 6 5 2 10 B 15 14 1 4 13 12 9 8 11 7", 46,36,374418,0.566991,660360
X, a*,pdb_h,15puzzle, "7 6 8 1 11 5 14 10 3 4 9 13 15 2 B 12", na,na,na,na
X, a*,pdb_h,15puzzle, "13 11 4 12 1 8 9 15 6 5 14 2 7 3 10 B", na,na,na,na
X, a*,pdb_h,15puzzle, "1 3 2 5 10 9 15 6 8 14 13 11 12 4 7 B", 42,26,377489,0.600238,628899
X, a*,pdb_h,15puzzle, "15 14 B 4 11 1 6 13 7 5 8 9 3 2 10 12", na,na,na,na
X, a*,pdb_h,15puzzle, "6 B 14 12 1 15 9 10 11 4 7 2 8 3 5 13", 55,43,567776,0.931298,609661
X, a*,pdb_h,15puzzle, "7 11 8 3 14 B 6 15 1 4 13 9 5 12 2 10", 46,38,107621,0.165936,648569
X, a*,pdb_h,15puzzle, "6 12 11 3 13 7 9 15 2 14 8 10 4 1 5 B", 52,36,1613212,2.53594,636139
X, a*,pdb_h,15puzzle, "12 8 14 6 11 4 7 B 5 1 10 15 3 13 9 2", 54,38,2143855,3.49309,613741
X, a*,pdb_h,15puzzle, "14 3 9 1 15 8 4 5 11 7 10 13 B 2 12 6", 59,43,5642667,9.2896,607418
X, a*,pdb_h,15puzzle, "10 9 3 11 B 13 2 14 5 6 4 7 8 15 1 12", 49,37,350638,0.54363,644994
X, a*,pdb_h,15puzzle, "7 3 14 13 4 1 10 8 5 12 9 11 2 15 6 B", 54,36,3178791,5.06826,627195
X, a*,pdb_h,15puzzle, "11 4 2 7 1 B 10 15 6 9 14 8 3 13 5 12", 52,36,2256839,3.69125,611402
X, a*,pdb_h,15puzzle, "5 7 3 12 15 13 14 8 B 10 9 6 1 4 2 11", na,na,na,na
X, a*,pdb_h,15puzzle, "14 1 8 15 2 6 B 3 9 12 10 13 4 7 5 11", 53,35,4812516,8.40653,572474
