X, a*,pdb_h,15puzzle, "13 14 6 12 4 5 1 B 9 3 10 2 15 11 8 7", 52,36,884609,1.42111,622478
X, a*,pdb_h,15puzzle, "9 8 B 2 15 1 4 14 3 10 7 5 11 13 6 12", 54,40,1414984,2.1091,670894
X, a*,pdb_h,15puzzle, "12 15 2 6 1 14 4 8 5 3 7 B 10 13 9 11", 47,35,246235,0.371623,662594
X, a*,pdb_h,15puzzle, "12 8 15 13 1 B 5 4 6 3 2 11 9 7 14 10", 50,40,157842,0.224973,701604
X, a*,pdb_h,15puzzle, "14 10 9 4 13 6 5 8 2 12 7 B 1 3 11 15", na,na,na,na
X, a*,pdb_h,15puzzle, "14 3 5 15 11 6 13 9 B 10 2 12 4 1 7 8", na,na,na,na
X, a*,pdb_h,15puzzle, "6 11 7 8 13 2 5 4 1 10 3 9 14 B 12 15", 52,40,337257,0.460853,731810
X, a*,pdb_h,15puzzle, "1 6 12 14 3 2 15 8 4 5 13 9 B 7 11 10", 55,39,4631691,7.83782,590942
X, a*,pdb_h,15puzzle, "12 6 B 4 7 3 15 1 13 9 8 11 2 14 5 10", 52,36,4424888,7.14552,619253
X, a*,pdb_h,15puzzle, "8 1 7 12 11 B 10 5 9 15 6 13 14 2 3 4", 58,42,3039172,4.60699,659688
X, a*,pdb_h,15puzzle, "9 B 4 10 1 14 15 3 12 6 5 7 11 13 8 2", 49,35,585071,0.96243,607910
X, a*,pdb_h,15puzzle, "11 5 1 14 4 12 10 B 2 7 13 3 9 15 6 8", 54,38,1513909,2.42516,624252
X, a*,pdb_h,15puzzle, "8 13 10 9 11 3 15 6 B 1 2 14 12 5 4 7", 54,38,2639112,4.39123,600996
X, a*,pdb_h,15puzzle, "4 5 7 2 9 14 12 13 B 3 6 11 8 1 15 10", 42,32,30856,0.046049,670069
X, a*,pdb_h,15puzzle, "11 15 14 13 1 9 10 4 3 6 2 12 7 5 8 B", na,na,na,na
X, a*,pdb_h,15puzzle, "12 9 B 6 8 3 5 14 2 4 11 7 10 1 15 13", 50,34,1614882,2.38914,675927
X, a*,pdb_h,15puzzle, "3 14 9 7 12 15 B 4 1 8 5 6 11 10 2 13", 51,39,605255,0.864856,699833
X, a*,pdb_h,15puzzle, "8 4 6 1 14 12 2 15 13 10 9 5 3 7 B 11", 49,35,370208,0.569827,649685
X, a*,pdb_h,15puzzle, "6 10 1 14 15 8 3 5 13 B 2 7 4 9 11 12", 47,37,100817,0.135818,742295
X, a*,pdb_h,15puzzle, "8 11 4 6 7 3 10 9 2 12 15 13 B 1 5 14", 49,41,39454,0.051612,764435
X, a*,pdb_h,15puzzle, "10 B 2 4 5 1 6 12 11 13 9 7 15 3 14 8", na,na,na,na
X, a*,pdb_h,15puzzle, "12 5 13 11 2 10 B 9 7 8 4 3 14 6 15 1", 53,41,373300,0.556953,670254
X, a*,pdb_h,15puzzle, "10 2 8 4 15 B 1 14 11 13 3 6 9 7 5 12", 56,44,697834,1.02283,682257
X, a*,pdb_h,15puzzle, "10 8 B 12 3 7 6 2 1 14 4 11 15 13 9 5", 56,44,6431860,9.8481,653107
X, a*,pdb_h,15puzzle, "14 9 12 13 15 4 8 10 B 2 1 7 3 11 5 6", na,na,na,na
X, a*,pdb_h,15puzzle, "12 11 B 8 10 2 13 15 5 4 7 3 6 9 14 1", 56,42,4058359,6.22234,652223
X, a*,pdb_h,15puzzle, "13 8 14 3 9 1 B 7 15 5 4 10 12 2 6 11", 41,29,65204,0.083298,782780
X, a*,pdb_h,15puzzle, "3 15 2 5 11 6 4 7 12 9 1 B 13 14 10 8", na,na,na,na
X, a*,pdb_h,15puzzle, "5 11 6 9 4 13 12 B 8 2 15 10 1 7 3 14", 50,38,113220,0.160405,705838
X, a*,pdb_h,15puzzle, "5 B 15 8 4 6 1 14 10 11 3 9 7 12 2 13", 51,37,406730,0.625953,649777
X, a*,pdb_h,15puzzle, "15 14 6 7 10 1 B 11 12 8 4 9 2 5 13 3", na,na,na,na
X, a*,pdb_h,15puzzle, "11 14 13 1 2 3 12 4 15 7 9 5 10 6 8 B", na,na,na,na
X, a*,pdb_h,15puzzle, "6 13 3 2 11 9 5 10 1 7 12 14 8 4 B 15", 45,33,294041,0.417078,705002
X, a*,pdb_h,15puzzle, "4 6 12 B 14 2 9 13 11 8 3 15 7 10 1 5", 57,43,5325013,7.86234,677281
X, a*,pdb_h,15puzzle, "8 10 9 11 14 1 7 15 13 4 B 12 6 2 5 3", 56,42,1808663,2.73831,660503
X, a*,pdb_h,15puzzle, "5 2 14 B 7 8 6 3 11 12 13 15 4 10 9 1", 51,33,2610860,3.98726,654800
X, a*,pdb_h,15puzzle, "7 8 3 2 10 12 4 6 11 13 5 15 B 1 9 14", 47,33,322727,0.486858,662877
X, a*,pdb_h,15puzzle, "11 6 14 12 3 5 1 15 8 B 10 13 9 7 4 2", na,na,na,na
X, a*,pdb_h,15puzzle, "7 1 2 4 8 3 6 11 10 15 B 5 14 12 13 9", 50,30,4745400,7.92027,599146
X, a*,pdb_h,15puzzle, "7 3 1 13 12 10 5 2 8 B 6 11 14 15 4 9", 51,31,5506985,8.83394,623389
X, a*,pdb_h,15puzzle, "6 B 5 15 1 14 4 9 2 13 8 10 11 12 7 3", 53,37,3641070,5.78873,628993
X, a*,pdb_h,15puzzle, "15 1 3 12 4 B 6 5 2 8 14 9 13 10 7 11", 52,32,3216612,4.56314,704913
X, a*,pdb_h,15puzzle, "5 7 B 11 12 1 9 10 15 6 2 3 8 4 13 14", 44,32,92252,0.120468,765780
X, a*,pdb_h,15puzzle, "12 15 11 10 4 5 14 B 13 7 1 2 9 8 3 6", na,na,na,na
X, a*,pdb_h,15puzzle, "6 14 10 5 15 8 7 1 3 4 2 B 12 9 11 13", 49,37,231254,0.329052,702789
X, a*,pdb_h,15puzzle, "14 13 4 11 15 8 6 9 B 7 3 1 2 10 12 5", 56,48,75502,0.09358,806818
X, a*,pdb_h,15puzzle, "14 4 B 10 6 5 1 3 9 2 13 15 12 7 8 11", 48,30,2383405,3.50753,679512
X, a*,pdb_h,15puzzle, "15 10 8 3 B 6 9 5 1 14 13 11 7 2 12 4", 57,41,6970639,10.2803,678056
X, a*,pdb_h,15puzzle, "B 13 2 4 12 14 6 9 15 1 10 3 11 5 8 7", 54,34,2704305,3.94854,684887
X, a*,pdb_h,15puzzle, "3 14 13 6 4 15 8 9 5 12 10 B 2 7 1 11", 53,41,439116,0.654448,670972
X, a*,pdb_h,15puzzle, "B 1 9 7 11 13 5 3 14 12 4 2 8 6 10 15", 42,30,27774,0.035811,775572
X, a*,pdb_h,15puzzle, "11 B 15 8 13 12 3 5 10 1 4 6 14 9 7 2", 57,43,3431938,5.02194,683388
X, a*,pdb_h,15puzzle, "13 B 9 12 11 6 3 5 15 8 1 10 4 14 2 7", 53,41,582101,0.823119,707189
X, a*,pdb_h,15puzzle, "14 10 2 1 13 9 8 11 7 3 6 12 15 5 4 B", na,na,na,na
X, a*,pdb_h,15puzzle, "12 3 9 1 4 5 10 2 6 11 15 B 14 7 13 8", 49,33,2204435,3.52428,625499
X, a*,pdb_h,15puzzle, "15 8 10 7 B 12 14 1 5 9 6 3 13 11 4 2", 55,41,6305544,9.34897,674464
X, a*,pdb_h,15puzzle, "4 7 13 10 1 2 9 6 12 8 14 5 3 B 11 15", 44,32,214129,0.320568,667967
X, a*,pdb_h,15puzzle, "6 B 5 10 11 12 9 2 1 7 4 3 14 8 13 15", 45,37,36192,0.044291,817141
X, a*,pdb_h,15puzzle, "9 5 11 10 13 B 2 1 8 6 14 12 4 7 3 15", 52,36,798672,1.12582,709411
X, a*,pdb_h,15puzzle, "15 2 12 11 14 13 9 5 1 3 8 7 B 10 6 4", na,na,na,na
X, a*,pdb_h,15puzzle, "11 1 7 4 10 13 3 8 9 14 B 15 6 5 2 12", 54,38,2246627,3.40726,659364
X, a*,pdb_h,15puzzle, "5 4 7 1 11 12 14 15 10 13 8 6 2 B 9 3", 50,36,215223,0.27965,769616
X, a*,pdb_h,15puzzle, "9 7 5 2 14 15 12 10 11 3 6 1 8 13 B 4", na,na,na,na
X, a*,pdb_h,15puzzle, "3 2 7 9 B 15 12 4 6 11 5 14 8 13 10 1", na,na,na,na
X, a*,pdb_h,15puzzle, "13 9 14 6 12 8 1 2 3 4 B 7 5 10 11 15", 46,34,473396,0.702137,674222
X, a*,pdb_h,15puzzle, "5 7 11 8 B 14 9 13 10 12 3 15 6 1 4 2", 53,45,137187,0.187391,732090
X, a*,pdb_h,15puzzle, "4 3 6 13 7 15 9 B 10 5 8 11 2 12 1 14", 50,34,818482,1.19706,683746
X, a*,pdb_h,15puzzle, "1 7 15 14 2 6 4 9 12 11 13 3 B 8 5 10", 49,35,851377,1.21554,700413
X, a*,pdb_h,15puzzle, "9 14 5 7 8 15 1 2 10 4 13 6 12 B 11 3", 44,34,42573,0.051942,819626
X, a*,pdb_h,15puzzle, "B 11 3 12 5 2 1 9 8 10 14 15 7 4 13 6", na,na,na,na
X, a*,pdb_h,15puzzle, "7 15 4 B 10 9 2 5 12 11 13 6 1 3 14 8", 57,39,2571402,3.73406,688635
X, a*,pdb_h,15puzzle, "11 4 B 8 6 10 5 13 12 7 14 3 1 2 9 15", 54,40,1355097,1.98214,683653
    
