X, id_dfs,Topspin16_4,10 1 12 3 7 13 6 2 8 14 11 9 0 5 4 15, na, na, na, na,FALSE
X, id_dfs,Topspin16_4,0 4 3 2 1 5 6 7 11 10 9 8 12 13 14 15,2,476,0.000031,15354800,FALSE
X, id_dfs,Topspin16_4,11 3 5 2 12 0 8 9 7 6 14 4 1 10 13 15, na, na, na, na,FALSE
X, id_dfs,Topspin16_4,8 5 9 14 12 13 6 7 11 10 1 3 4 2 0 15, na, na, na, na,FALSE
X, id_dfs,Topspin16_4,0 13 6 7 5 10 11 1 9 12 8 3 4 14 2 15, na, na, na, na,FALSE
X, id_dfs,Topspin16_4,14 6 12 1 10 0 9 2 5 8 13 7 4 11 3 15, na, na, na, na,FALSE
X, id_dfs,Topspin16_4,9 8 6 1 2 4 5 10 14 13 12 11 7 3 0 15,8,206666481,3.44197,60043100,FALSE
X, id_dfs,Topspin16_4,14 6 7 10 9 2 8 4 5 3 1 13 12 11 0 15,8,630029264,10.4804,60115200,FALSE
X, id_dfs,Topspin16_4,0 10 5 6 11 7 8 9 12 1 2 14 13 4 3 15,10,160940765,286.854,561055,FALSE
X, id_dfs,Topspin16_4,0 7 5 11 6 14 4 2 10 13 1 9 3 8 12 15, na, na, na, na,FALSE
X, id_dfs,Topspin16_4,0 1 2 9 5 4 3 10 6 7 13 12 11 8 14 15,4,71355,0.001252,56992800,FALSE
X, id_dfs,Topspin16_4,3 7 6 1 2 0 9 8 5 12 11 10 4 13 14 15,6,3379810,0.05623,60106900,FALSE
X, id_dfs,Topspin16_4,3 1 6 5 2 0 9 8 7 4 10 14 13 12 11 15,6,3152414,0.052221,60366800,FALSE
X, id_dfs,Topspin16_4,8 3 7 4 5 6 9 10 11 1 14 13 12 0 2 15,8,817239021,13.4816,60618800,FALSE
X, id_dfs,Topspin16_4,13 14 7 2 3 4 6 5 11 10 0 1 12 8 9 15, na, na, na, na,FALSE
X, id_dfs,Topspin16_4,10 11 12 5 14 2 1 0 6 7 3 9 13 4 8 15,8,189125845,3.11986,60620000,FALSE
X, id_dfs,Topspin16_4,5 4 9 12 8 1 2 3 6 14 11 7 13 0 10 15, na, na, na, na,FALSE
X, id_dfs,Topspin16_4,13 8 2 10 14 4 6 0 9 1 12 11 5 7 3 15, na, na, na, na,FALSE
X, id_dfs,Topspin16_4,10 11 12 14 4 5 1 13 7 6 2 3 8 9 0 15,6,6621021,0.110042,60168100,FALSE
X, id_dfs,Topspin16_4,14 2 7 11 6 9 1 10 5 4 13 0 8 12 3 15, na, na, na, na,FALSE
X, id_dfs,Topspin16_4,1 3 7 6 8 5 4 2 9 0 12 14 13 11 10 15,8,477418511,7.84854,60828900,FALSE
X, id_dfs,Topspin16_4,3 2 1 0 12 5 6 7 11 10 4 8 9 13 14 15,6,1864888,0.031201,59770100,FALSE
X, id_dfs,Topspin16_4,0 12 13 14 4 3 2 1 8 7 6 5 9 10 11 15,4,23420,0.000422,55497600,FALSE
X, id_dfs,Topspin16_4,0 1 2 3 7 6 5 9 10 11 4 14 13 12 8 15,4,109706,0.00193,56842500,FALSE
X, id_dfs,Topspin16_4,11 1 14 8 3 0 2 5 6 9 13 4 7 12 10 15, na, na, na, na,FALSE
X, id_dfs,Topspin16_4,0 4 3 6 7 2 1 5 8 9 10 14 13 12 11 15,4,77971,0.001374,56747500,FALSE
X, id_dfs,Topspin16_4,3 5 4 12 10 8 9 11 13 1 14 0 7 2 6 15, na, na, na, na,FALSE
X, id_dfs,Topspin16_4,8 0 13 3 9 11 2 1 5 10 12 14 6 7 4 15, na, na, na, na,FALSE
X, id_dfs,Topspin16_4,1 2 12 7 6 8 4 14 13 11 0 9 5 10 3 15, na, na, na, na,FALSE
X, id_dfs,Topspin16_4,0 1 5 4 3 11 7 6 2 10 13 12 8 9 14 15,4,88516,0.001586,55810800,FALSE
X, id_dfs,Topspin16_4,14 2 3 4 7 11 10 5 6 9 8 12 13 1 0 15,4,79949,0.001417,56421300,FALSE
X, id_dfs,Topspin16_4,3 2 1 0 8 9 13 12 4 5 6 7 11 10 14 15,6,2038111,0.034214,59569500,FALSE
X, id_dfs,Topspin16_4,0 8 14 4 3 6 11 10 2 12 5 1 13 9 7 15, na, na, na, na,FALSE
X, id_dfs,Topspin16_4,8 5 12 11 9 10 13 0 1 3 7 6 2 4 14 15,8,363658229,6.01736,60434800,FALSE
X, id_dfs,Topspin16_4,14 13 4 5 1 2 8 9 3 6 7 0 12 11 10 15,6,8888898,0.146478,60684200,FALSE
X, id_dfs,Topspin16_4,5 6 8 7 3 2 9 10 11 12 13 14 4 1 0 15,4,58564,0.001023,57247300,FALSE
X, id_dfs,Topspin16_4,2 1 5 6 9 13 12 7 14 10 11 8 3 4 0 15,6,6606345,0.110477,59798400,FALSE
X, id_dfs,Topspin16_4,7 12 4 3 6 5 13 9 2 14 8 11 1 10 0 15,8,130856492,2.17203,60246100,FALSE
X, id_dfs,Topspin16_4,3 4 12 11 6 5 8 7 10 9 13 14 2 1 0 15,4,51591,0.000927,55653700,FALSE
X, id_dfs,Topspin16_4,14 13 5 1 0 3 2 9 8 7 6 10 11 12 4 15,4,116254,0.002001,58098000,FALSE
X, id_dfs,Topspin16_4,0 3 14 11 12 2 1 13 4 5 6 7 8 9 10 15,4,38058,0.000689,55236600,FALSE
X, id_dfs,Topspin16_4,0 4 5 1 2 3 6 13 9 8 7 12 11 10 14 15,4,48685,0.000874,55703700,FALSE
X, id_dfs,Topspin16_4,9 8 14 0 1 5 4 10 6 7 11 3 2 12 13 15,8,800113318,13.2092,60572400,FALSE
X, id_dfs,Topspin16_4,3 4 9 13 6 5 8 7 12 11 10 14 2 1 0 15,4,51700,0.000917,56379500,FALSE
X, id_dfs,Topspin16_4,6 7 5 2 14 10 9 12 0 1 13 3 8 11 4 15, na, na, na, na,FALSE
X, id_dfs,Topspin16_4,0 4 3 2 1 5 9 8 7 6 10 11 12 13 14 15,2,451,0.000032,14093800,FALSE
X, id_dfs,Topspin16_4,7 5 13 12 2 8 11 1 6 9 10 14 0 3 4 15, na, na, na, na,FALSE
X, id_dfs,Topspin16_4,3 4 5 9 8 7 12 11 10 6 13 0 1 2 14 15,4,99958,0.001694,59007100,FALSE
X, id_dfs,Topspin16_4,0 1 2 3 4 8 7 6 5 12 11 10 9 13 14 15,2,1118,0.000056,19964300,FALSE
X, id_dfs,Topspin16_4,11 3 13 1 6 4 5 12 9 0 7 10 14 8 2 15, na, na, na, na,FALSE
X, id_dfs,Topspin16_4,1 0 4 5 9 11 10 8 13 2 6 7 3 14 12 15, na, na, na, na,FALSE
X, id_dfs,Topspin16_4,14 1 0 13 4 3 2 10 11 12 9 8 7 5 6 15,10,439038222,572.885,766363,FALSE
X, id_dfs,Topspin16_4,3 2 1 0 4 11 9 5 8 10 7 13 12 6 14 15,8,157579887,2.60963,60384000,FALSE
X, id_dfs,Topspin16_4,0 1 2 6 7 3 4 5 10 11 12 8 9 13 14 15,4,78742,0.001402,56164100,FALSE
X, id_dfs,Topspin16_4,3 0 7 6 2 1 5 4 8 9 10 11 12 13 14 15,4,33548,0.000613,54727600,FALSE
X, id_dfs,Topspin16_4,1 11 2 12 10 6 14 4 8 9 0 3 13 5 7 15, na, na, na, na,FALSE
X, id_dfs,Topspin16_4,8 3 5 12 11 7 10 6 2 4 1 14 13 9 0 15, na, na, na, na,FALSE
X, id_dfs,Topspin16_4,4 5 8 9 10 11 12 2 1 0 13 14 3 7 6 15,6,9019930,0.148874,60587700,FALSE
X, id_dfs,Topspin16_4,0 10 3 2 1 6 5 4 7 8 9 12 11 13 14 15,6,3015671,0.050069,60230300,FALSE
X, id_dfs,Topspin16_4,14 12 10 13 7 8 9 11 0 2 1 6 3 4 5 15, na, na, na, na,FALSE
X, id_dfs,Topspin16_4,2 9 3 7 1 10 11 4 8 5 14 13 12 6 0 15,8,237992516,3.94913,60264500,FALSE
X, id_dfs,Topspin16_4,2 3 4 7 8 12 5 6 11 10 9 14 13 1 0 15,6,5270691,0.08865,59455100,FALSE
X, id_dfs,Topspin16_4,3 4 7 14 10 9 8 13 12 11 2 6 5 0 1 15,6,5485090,0.091102,60208200,FALSE
X, id_dfs,Topspin16_4,0 5 10 14 13 4 3 11 7 12 8 9 6 1 2 15,8,231256071,3.84035,60217400,FALSE
X, id_dfs,Topspin16_4,8 9 5 4 3 13 14 12 0 1 7 11 2 6 10 15, na, na, na, na,FALSE
X, id_dfs,Topspin16_4,0 6 11 13 7 1 12 3 4 5 9 14 2 8 10 15, na, na, na, na,FALSE
X, id_dfs,Topspin16_4,0 1 2 6 5 4 3 7 8 9 10 14 13 12 11 15,2,844,0.000036,23444400,FALSE
X, id_dfs,Topspin16_4,11 12 0 14 1 2 10 7 4 3 9 6 5 8 13 15, na, na, na, na,FALSE
X, id_dfs,Topspin16_4,7 14 8 1 12 0 3 6 11 13 4 5 2 10 9 15, na, na, na, na,FALSE
X, id_dfs,Topspin16_4,14 8 9 0 3 4 5 1 2 6 7 11 12 13 10 15,6,6433217,0.106506,60402400,FALSE
X, id_dfs,Topspin16_4,11 2 13 4 3 9 8 12 0 5 6 7 10 1 14 15,8,568123159,9.356,60722900,FALSE
X, id_dfs,Topspin16_4,13 1 9 10 12 2 6 11 7 8 5 3 14 4 0 15,10,358847255,290.511,1235230,FALSE
X, id_dfs,Topspin16_4,12 2 11 5 6 1 14 13 10 4 3 9 8 7 0 15, na, na, na, na,FALSE
X, id_dfs,Topspin16_4,3 4 6 5 7 8 11 10 9 12 13 14 2 1 0 15,6,4113153,0.068886,59709600,FALSE
X, id_dfs,Topspin16_4,14 13 12 0 1 2 3 4 5 9 8 7 6 10 11 15,2,1576,0.000056,28142900,FALSE
X, id_dfs,Topspin16_4,3 12 13 14 4 0 5 2 1 7 10 9 8 6 11 15,8,183552807,3.01984,60782300,FALSE
X, id_dfs,Topspin16_4,4 5 1 11 7 6 2 10 3 13 8 9 0 12 14 15,8,446519730,7.37635,60533900,FALSE
X, id_dfs,Topspin16_4,7 11 5 2 0 4 8 3 1 6 10 14 12 13 9 15, na, na, na, na,FALSE
X, id_dfs,Topspin16_4,2 9 5 4 11 10 0 12 7 6 1 13 3 8 14 15,8,646654100,10.6606,60658500,FALSE
X, id_dfs,Topspin16_4,0 1 2 3 4 8 5 9 10 7 6 14 13 12 11 15,4,103170,0.001833,56284800,FALSE
X, id_dfs,Topspin16_4,14 13 1 6 5 2 3 7 4 8 9 10 11 12 0 15,4,78455,0.001354,57943100,FALSE
X, id_dfs,Topspin16_4,0 13 9 5 12 2 3 4 1 8 10 11 6 7 14 15,10,2349683954,181.134,12972100,FALSE
